Voltage 1,Voltage2,Voltage3,Voltage 4,Current,Audio 
3.8122,4.0122,4.9623,-4.9623,,
3.8123,4.0123,4.9624,-4.9624,,
3.8124,4.0124,4.9625,-4.9625,,
3.8125,4.0125,4.9626,-4.9626,,
3.8126,4.0126,4.9627,-4.9627,,
3.8127,4.0127,4.9628,-4.9628,,
3.8128,4.0128,4.9629,-4.9629,,
3.8129,4.0129,4.963,-4.963,,
3.813,4.013,4.9631,-4.9631,,
3.8131,4.0131,4.9632,-4.9632,,
3.8132,4.0132,4.9633,-4.9633,,
3.8133,4.0133,4.9634,-4.9634,,
3.8134,4.0134,4.9635,-4.9635,,
3.8135,4.0135,4.9636,-4.9636,,
3.8136,4.0136,4.9637,-4.9637,,
3.8137,4.0137,4.9638,-4.9638,,
3.8138,4.0138,4.9639,-4.9639,,
3.8139,4.0139,4.964,-4.964,,
3.814,4.014,4.9641,-4.9641,,
3.8141,4.0141,4.9642,-4.9642,,
3.8142,4.0142,4.9643,-4.9643,,
3.8143,4.0143,4.9644,-4.9644,,
3.8144,4.0144,4.9645,-4.9645,,
3.8145,4.0145,4.9646,-4.9646,,
3.8146,4.0146,4.9647,-4.9647,,
3.8147,4.0147,4.9648,-4.9648,,
3.8148,4.0148,4.9649,-4.9649,,
3.8149,4.0149,4.965,-4.965,,
3.815,4.015,4.9651,-4.9651,,
3.8151,4.0151,4.9652,-4.9652,,
3.8152,4.0152,4.9653,-4.9653,,
3.8153,4.0153,4.9654,-4.9654,,
3.8154,4.0154,4.9655,-4.9655,,
3.8155,4.0155,4.9656,-4.9656,,
3.8156,4.0156,4.9657,-4.9657,,
3.8157,4.0157,4.9658,-4.9658,,
3.8158,4.0158,4.9659,-4.9659,,
3.8159,4.0159,4.966,-4.966,,
3.816,4.016,4.9661,-4.9661,,
3.8161,4.0161,4.9662,-4.9662,,
3.8162,4.0162,4.9663,-4.9663,,
3.8163,4.0163,4.9664,-4.9664,,
3.8164,4.0164,4.9665,-4.9665,,
3.8165,4.0165,4.9666,-4.9666,,
3.8166,4.0166,4.9667,-4.9667,,
3.8167,4.0167,4.9668,-4.9668,,
3.8168,4.0168,4.9669,-4.9669,,
3.8169,4.0169,4.967,-4.967,,
3.817,4.017,4.9671,-4.9671,,
3.8171,4.0171,4.9672,-4.9672,,
3.8172,4.0172,4.9673,-4.9673,,
3.8173,4.0173,4.9674,-4.9674,,
3.8174,4.0174,4.9675,-4.9675,,
3.8175,4.0175,4.9676,-4.9676,,
3.8176,4.0176,4.9677,-4.9677,,
3.8177,4.0177,4.9678,-4.9678,,
3.8178,4.0178,4.9679,-4.9679,,
3.8179,4.0179,4.968,-4.968,,
3.818,4.018,4.9681,-4.9681,,
3.8181,4.0181,4.9682,-4.9682,,
3.8182,4.0182,4.9683,-4.9683,,
3.8183,4.0183,4.9684,-4.9684,,
3.8184,4.0184,4.9685,-4.9685,,
3.8185,4.0185,4.9686,-4.9686,,
3.8186,4.0186,4.9687,-4.9687,,
3.8187,4.0187,4.9688,-4.9688,,
3.8188,4.0188,4.9689,-4.9689,,
3.8189,4.0189,4.969,-4.969,,
3.819,4.019,4.9691,-4.9691,,
3.8191,4.0191,4.9692,-4.9692,,
3.8192,4.0192,4.9693,-4.9693,,
3.8193,4.0193,4.9694,-4.9694,,
3.8194,4.0194,4.9695,-4.9695,,
3.8195,4.0195,4.9696,-4.9696,,
3.8196,4.0196,4.9697,-4.9697,,
3.8197,4.0197,4.9698,-4.9698,,
3.8198,4.0198,4.9699,-4.9699,,
3.8199,4.0199,4.97,-4.97,,
3.82,4.02,4.9701,-4.9701,,
3.8201,4.0201,4.9702,-4.9702,,
3.8202,4.0202,4.9703,-4.9703,,
3.8203,4.0203,4.9704,-4.9704,,
3.8204,4.0204,4.9705,-4.9705,,
3.8205,4.0205,4.9706,-4.9706,,
3.8206,4.0206,4.9707,-4.9707,,
3.8207,4.0207,4.9708,-4.9708,,
3.8208,4.0208,4.9709,-4.9709,,
3.8209,4.0209,4.971,-4.971,,
3.821,4.021,4.9711,-4.9711,,
3.8211,4.0211,4.9712,-4.9712,,
3.8212,4.0212,4.9713,-4.9713,,
3.8213,4.0213,4.9714,-4.9714,,
3.8214,4.0214,4.9715,-4.9715,,
3.8215,4.0215,4.9716,-4.9716,,
3.8216,4.0216,4.9717,-4.9717,,
3.8217,4.0217,4.9718,-4.9718,,
3.8218,4.0218,4.9719,-4.9719,,
3.8219,4.0219,4.972,-4.972,,
3.822,4.022,4.9721,-4.9721,,
3.8221,4.0221,4.9722,-4.9722,,
3.8222,4.0222,4.9723,-4.9723,,
3.8223,4.0223,4.9724,-4.9724,,
3.8224,4.0224,4.9725,-4.9725,,
3.8225,4.0225,4.9726,-4.9726,,
3.8226,4.0226,4.9727,-4.9727,,
3.8227,4.0227,4.9728,-4.9728,,
3.8228,4.0228,4.9729,-4.9729,,
3.8229,4.0229,4.973,-4.973,,
3.823,4.023,4.9731,-4.9731,,
3.8231,4.0231,4.9732,-4.9732,,
3.8232,4.0232,4.9733,-4.9733,,
3.8233,4.0233,4.9734,-4.9734,,
3.8234,4.0234,4.9735,-4.9735,,
3.8235,4.0235,4.9736,-4.9736,,
3.8236,4.0236,4.9737,-4.9737,,
3.8237,4.0237,4.9738,-4.9738,,
3.8238,4.0238,4.9739,-4.9739,,
3.8239,4.0239,4.974,-4.974,,
3.824,4.024,4.9741,-4.9741,,
3.8241,4.0241,4.9742,-4.9742,,
3.8242,4.0242,4.9743,-4.9743,,
3.8243,4.0243,4.9744,-4.9744,,
3.8244,4.0244,4.9745,-4.9745,,
3.8245,4.0245,4.9746,-4.9746,,
3.8246,4.0246,4.9747,-4.9747,,
3.8247,4.0247,4.9748,-4.9748,,
3.8248,4.0248,4.9749,-4.9749,,
3.8249,4.0249,4.975,-4.975,,
3.825,4.025,4.9751,-4.9751,,
3.8251,4.0251,4.9752,-4.9752,,
3.8252,4.0252,4.9753,-4.9753,,
3.8253,4.0253,4.9754,-4.9754,,
3.8254,4.0254,4.9755,-4.9755,,
3.8255,4.0255,4.9756,-4.9756,,
3.8256,4.0256,4.9757,-4.9757,,
3.8257,4.0257,4.9758,-4.9758,,
3.8258,4.0258,4.9759,-4.9759,,
3.8259,4.0259,4.976,-4.976,,
3.826,4.026,4.9761,-4.9761,,
3.8261,4.0261,4.9762,-4.9762,,
3.8262,4.0262,4.9763,-4.9763,,
3.8263,4.0263,4.9764,-4.9764,,
3.8264,4.0264,4.9765,-4.9765,,
3.8265,4.0265,4.9766,-4.9766,,
3.8266,4.0266,4.9767,-4.9767,,
3.8267,4.0267,4.9768,-4.9768,,
3.8268,4.0268,4.9769,-4.9769,,
3.8269,4.0269,4.977,-4.977,,
3.827,4.027,4.9771,-4.9771,,
3.8271,4.0271,4.9772,-4.9772,,
3.8272,4.0272,4.9773,-4.9773,,
3.8273,4.0273,4.9774,-4.9774,,
3.8274,4.0274,4.9775,-4.9775,,
3.8275,4.0275,4.9776,-4.9776,,
3.8276,4.0276,4.9777,-4.9777,,
3.8277,4.0277,4.9778,-4.9778,,
3.8278,4.0278,4.9779,-4.9779,,
3.8279,4.0279,4.978,-4.978,,
3.828,4.028,4.9781,-4.9781,,
3.8281,4.0281,4.9782,-4.9782,,
3.8282,4.0282,4.9783,-4.9783,,
3.8283,4.0283,4.9784,-4.9784,,
3.8284,4.0284,4.9785,-4.9785,,
3.8285,4.0285,4.9786,-4.9786,,
3.8286,4.0286,4.9787,-4.9787,,
3.8287,4.0287,4.9788,-4.9788,,
3.8288,4.0288,4.9789,-4.9789,,
3.8289,4.0289,4.979,-4.979,,
3.829,4.029,4.9791,-4.9791,,
3.8291,4.0291,4.9792,-4.9792,,
3.8292,4.0292,4.9793,-4.9793,,
3.8293,4.0293,4.9794,-4.9794,,
3.8294,4.0294,4.9795,-4.9795,,
3.8295,4.0295,4.9796,-4.9796,,
3.8296,4.0296,4.9797,-4.9797,,
3.8297,4.0297,4.9798,-4.9798,,
3.8298,4.0298,4.9799,-4.9799,,
3.8299,4.0299,4.98,-4.98,,
3.83,4.03,4.9801,-4.9801,,
3.8301,4.0301,4.9802,-4.9802,,
3.8302,4.0302,4.9803,-4.9803,,
3.8303,4.0303,4.9804,-4.9804,,
3.8304,4.0304,4.9805,-4.9805,,
3.8305,4.0305,4.9806,-4.9806,,
3.8306,4.0306,4.9807,-4.9807,,
3.8307,4.0307,4.9808,-4.9808,,
3.8308,4.0308,4.9809,-4.9809,,
3.8309,4.0309,4.981,-4.981,,
3.831,4.031,4.9811,-4.9811,,
3.8311,4.0311,4.9812,-4.9812,,
3.8312,4.0312,4.9813,-4.9813,,
3.8313,4.0313,4.9814,-4.9814,,
3.8314,4.0314,4.9815,-4.9815,,
3.8315,4.0315,4.9816,-4.9816,,
3.8316,4.0316,4.9817,-4.9817,,
3.8317,4.0317,4.9818,-4.9818,,
3.8318,4.0318,4.9819,-4.9819,,
3.8319,4.0319,4.982,-4.982,,
3.832,4.032,4.9821,-4.9821,,
3.8321,4.0321,4.9822,-4.9822,,
3.8322,4.0322,4.9823,-4.9823,,
3.8323,4.0323,4.9824,-4.9824,,
3.8324,4.0324,4.9825,-4.9825,,
3.8325,4.0325,4.9826,-4.9826,,
3.8326,4.0326,4.9827,-4.9827,,
3.8327,4.0327,4.9828,-4.9828,,
3.8328,4.0328,4.9829,-4.9829,,
3.8329,4.0329,4.983,-4.983,,
3.833,4.033,4.9831,-4.9831,,
3.8331,4.0331,4.9832,-4.9832,,
3.8332,4.0332,4.9833,-4.9833,,
3.8333,4.0333,4.9834,-4.9834,,
3.8334,4.0334,4.9835,-4.9835,,
3.8335,4.0335,4.9836,-4.9836,,
3.8336,4.0336,4.9837,-4.9837,,
3.8337,4.0337,4.9838,-4.9838,,
3.8338,4.0338,4.9839,-4.9839,,
3.8339,4.0339,4.984,-4.984,,
3.834,4.034,4.9841,-4.9841,,
3.8341,4.0341,4.9842,-4.9842,,
3.8342,4.0342,4.9843,-4.9843,,
3.8343,4.0343,4.9844,-4.9844,,
3.8344,4.0344,4.9845,-4.9845,,
3.8345,4.0345,4.9846,-4.9846,,
3.8346,4.0346,4.9847,-4.9847,,
3.8347,4.0347,4.9848,-4.9848,,
3.8348,4.0348,4.9849,-4.9849,,
3.8349,4.0349,4.985,-4.985,,
3.835,4.035,4.9851,-4.9851,,
3.8351,4.0351,4.9852,-4.9852,,
3.8352,4.0352,4.9853,-4.9853,,
3.8353,4.0353,4.9854,-4.9854,,
3.8354,4.0354,4.9855,-4.9855,,
3.8355,4.0355,4.9856,-4.9856,,
3.8356,4.0356,4.9857,-4.9857,,
3.8357,4.0357,4.9858,-4.9858,,
3.8358,4.0358,4.9859,-4.9859,,
3.8359,4.0359,4.986,-4.986,,
3.836,4.036,4.9861,-4.9861,,
3.8361,4.0361,4.9862,-4.9862,,
3.8362,4.0362,4.9863,-4.9863,,
3.8363,4.0363,4.9864,-4.9864,,
3.8364,4.0364,4.9865,-4.9865,,
3.8365,4.0365,4.9866,-4.9866,,
3.8366,4.0366,4.9867,-4.9867,,
3.8367,4.0367,4.9868,-4.9868,,
3.8368,4.0368,4.9869,-4.9869,,
3.8369,4.0369,4.987,-4.987,,
3.837,4.037,4.9871,-4.9871,,
3.8371,4.0371,4.9872,-4.9872,,
3.8372,4.0372,4.9873,-4.9873,,
3.8373,4.0373,4.9874,-4.9874,,
3.8374,4.0374,4.9875,-4.9875,,
3.8375,4.0375,4.9876,-4.9876,,
3.8376,4.0376,4.9877,-4.9877,,
3.8377,4.0377,4.9878,-4.9878,,
3.8378,4.0378,4.9879,-4.9879,,
3.8379,4.0379,4.988,-4.988,,
3.838,4.038,4.9881,-4.9881,,
3.8381,4.0381,4.9882,-4.9882,,
3.8382,4.0382,4.9883,-4.9883,,
3.8383,4.0383,4.9884,-4.9884,,
3.8384,4.0384,4.9885,-4.9885,,
3.8385,4.0385,4.9886,-4.9886,,
3.8386,4.0386,4.9887,-4.9887,,
3.8387,4.0387,4.9888,-4.9888,,
3.8388,4.0388,4.9889,-4.9889,,
3.8389,4.0389,4.989,-4.989,,
3.839,4.039,4.9891,-4.9891,,
3.8391,4.0391,4.9892,-4.9892,,
3.8392,4.0392,4.9893,-4.9893,,
3.8393,4.0393,4.9894,-4.9894,,
3.8394,4.0394,4.9895,-4.9895,,
3.8395,4.0395,4.9896,-4.9896,,
3.8396,4.0396,4.9897,-4.9897,,
3.8397,4.0397,4.9898,-4.9898,,
3.8398,4.0398,4.9899,-4.9899,,
3.8399,4.0399,4.99,-4.99,,
3.84,4.04,4.9901,-4.9901,,
3.8401,4.0401,4.9902,-4.9902,,
3.8402,4.0402,4.9903,-4.9903,,
3.8403,4.0403,4.9904,-4.9904,,
3.8404,4.0404,4.9905,-4.9905,,
3.8405,4.0405,4.9906,-4.9906,,
3.8406,4.0406,4.9907,-4.9907,,
3.8407,4.0407,4.9908,-4.9908,,
3.8408,4.0408,4.9909,-4.9909,,
3.8409,4.0409,4.991,-4.991,,
3.841,4.041,4.9911,-4.9911,,
3.8411,4.0411,4.9912,-4.9912,,
3.8412,4.0412,4.9913,-4.9913,,
3.8413,4.0413,4.9914,-4.9914,,
3.8414,4.0414,4.9915,-4.9915,,
3.8415,4.0415,4.9916,-4.9916,,
3.8416,4.0416,4.9917,-4.9917,,
3.8417,4.0417,4.9918,-4.9918,,
3.8418,4.0418,4.9919,-4.9919,,
3.8419,4.0419,4.992,-4.992,,
3.842,4.042,4.9921,-4.9921,,
3.8421,4.0421,4.9922,-4.9922,,
3.8422,4.0422,4.9923,-4.9923,,
,4.0423,4.9924,-4.9924,,
,4.0424,4.9925,-4.9925,,
,4.0425,4.9926,-4.9926,,
,4.0426,4.9927,-4.9927,,
,4.0427,4.9928,-4.9928,,
,4.0428,4.9929,-4.9929,,
,4.0429,4.993,-4.993,,
,4.043,4.9931,-4.9931,,
,4.0431,4.9932,-4.9932,,
,4.0432,4.9933,-4.9933,,
,4.0433,4.9934,-4.9934,,
,4.0434,4.9935,-4.9935,,
,4.0435,4.9936,-4.9936,,
,4.0436,4.9937,-4.9937,,
,4.0437,4.9938,-4.9938,,
,4.0438,4.9939,-4.9939,,
,4.0439,4.994,-4.994,,
,4.044,4.9941,-4.9941,,
,4.0441,4.9942,-4.9942,,
,4.0442,4.9943,-4.9943,,
,4.0443,4.9944,-4.9944,,
,4.0444,4.9945,-4.9945,,
,4.0445,4.9946,-4.9946,,
,4.0446,4.9947,-4.9947,,
,4.0447,4.9948,-4.9948,,
,4.0448,4.9949,-4.9949,,
,4.0449,4.995,-4.995,,
,4.045,4.9951,-4.9951,,
,4.0451,4.9952,-4.9952,,
,4.0452,4.9953,-4.9953,,
,4.0453,4.9954,-4.9954,,
,4.0454,4.9955,-4.9955,,
,4.0455,4.9956,-4.9956,,
,4.0456,4.9957,-4.9957,,
,4.0457,4.9958,-4.9958,,
,4.0458,4.9959,-4.9959,,
,4.0459,4.996,-4.996,,
,4.046,4.9961,-4.9961,,
,4.0461,4.9962,-4.9962,,
,4.0462,4.9963,-4.9963,,
,4.0463,4.9964,-4.9964,,
,4.0464,4.9965,-4.9965,,
,4.0465,4.9966,-4.9966,,
,4.0466,4.9967,-4.9967,,
,4.0467,4.9968,-4.9968,,
,4.0468,4.9969,-4.9969,,
,4.0469,4.997,-4.997,,
,4.047,4.9971,-4.9971,,
,4.0471,4.9972,-4.9972,,
,4.0472,4.9973,-4.9973,,
,4.0473,4.9974,-4.9974,,
,4.0474,4.9975,-4.9975,,
,4.0475,4.9976,-4.9976,,
,4.0476,4.9977,-4.9977,,
,4.0477,4.9978,-4.9978,,
,4.0478,4.9979,-4.9979,,
,4.0479,4.998,-4.998,,
,4.048,4.9981,-4.9981,,
,4.0481,4.9982,-4.9982,,
,4.0482,4.9983,-4.9983,,
,4.0483,4.9984,-4.9984,,
,4.0484,4.9985,-4.9985,,
,4.0485,4.9986,-4.9986,,
,4.0486,4.9987,-4.9987,,
,4.0487,4.9988,-4.9988,,
,4.0488,4.9989,-4.9989,,
,4.0489,4.999,-4.999,,
,4.049,4.9991,-4.9991,,
,4.0491,4.9992,-4.9992,,
,4.0492,4.9993,-4.9993,,
,4.0493,4.9994,-4.9994,,
,4.0494,4.9995,-4.9995,,
,4.0495,4.9996,-4.9996,,
,4.0496,4.9997,-4.9997,,
,4.0497,4.9998,-4.9998,,
,4.0498,4.9999,-4.9999,,
,4.0499,5,-5,,
,4.05,5.0001,-5.0001,,
,4.0501,5.0002,-5.0002,,
,4.0502,5.0003,-5.0003,,
,4.0503,5.0004,-5.0004,,
,4.0504,5.0005,-5.0005,,
,4.0505,5.0006,-5.0006,,
,4.0506,5.0007,-5.0007,,
,4.0507,5.0008,-5.0008,,
,4.0508,5.0009,-5.0009,,
,4.0509,5.001,-5.001,,
,4.051,5.0011,-5.0011,,
,4.0511,5.0012,-5.0012,,
,4.0512,5.0013,-5.0013,,
,4.0513,5.0014,-5.0014,,
,4.0514,5.0015,-5.0015,,
,4.0515,5.0016,-5.0016,,
,4.0516,5.0017,-5.0017,,
,4.0517,5.0018,-5.0018,,
,4.0518,5.0019,-5.0019,,
,4.0519,5.002,-5.002,,
,4.052,5.0021,-5.0021,,
,4.0521,5.0022,-5.0022,,
,4.0522,5.0023,-5.0023,,
,4.0523,5.0024,-5.0024,,
,4.0524,5.0025,-5.0025,,
,4.0525,5.0026,-5.0026,,
,4.0526,5.0027,-5.0027,,
,4.0527,5.0028,-5.0028,,
,4.0528,5.0029,-5.0029,,
,4.0529,5.003,-5.003,,
,4.053,5.0031,-5.0031,,
,4.0531,5.0032,-5.0032,,
,4.0532,5.0033,-5.0033,,
,4.0533,5.0034,-5.0034,,
,4.0534,5.0035,-5.0035,,
,4.0535,5.0036,-5.0036,,
,4.0536,5.0037,-5.0037,,
,4.0537,5.0038,-5.0038,,
,4.0538,5.0039,-5.0039,,
,4.0539,5.004,-5.004,,
,4.054,5.0041,-5.0041,,
,4.0541,5.0042,-5.0042,,
,4.0542,5.0043,-5.0043,,
,4.0543,5.0044,-5.0044,,
,4.0544,5.0045,-5.0045,,
,4.0545,5.0046,-5.0046,,
,4.0546,5.0047,-5.0047,,
,4.0547,5.0048,-5.0048,,
,4.0548,5.0049,-5.0049,,
,4.0549,5.005,-5.005,,
,4.055,5.0051,-5.0051,,
,4.0551,5.0052,-5.0052,,
,4.0552,5.0053,-5.0053,,
,4.0553,5.0054,-5.0054,,
,4.0554,5.0055,-5.0055,,
,4.0555,5.0056,-5.0056,,
,4.0556,5.0057,-5.0057,,
,4.0557,5.0058,-5.0058,,
,4.0558,5.0059,-5.0059,,
,4.0559,5.006,-5.006,,
,4.056,5.0061,-5.0061,,
,4.0561,5.0062,-5.0062,,
,4.0562,5.0063,-5.0063,,
,4.0563,5.0064,-5.0064,,
,4.0564,5.0065,-5.0065,,
,4.0565,5.0066,-5.0066,,
,4.0566,5.0067,-5.0067,,
,4.0567,5.0068,-5.0068,,
,4.0568,5.0069,-5.0069,,
,4.0569,5.007,-5.007,,
,4.057,5.0071,-5.0071,,
,4.0571,5.0072,-5.0072,,
,4.0572,5.0073,-5.0073,,
,4.0573,5.0074,-5.0074,,
,4.0574,5.0075,-5.0075,,
,4.0575,5.0076,-5.0076,,
,4.0576,5.0077,-5.0077,,
,4.0577,5.0078,-5.0078,,
,4.0578,5.0079,-5.0079,,
,4.0579,5.008,-5.008,,
,4.058,5.0081,-5.0081,,
,4.0581,5.0082,-5.0082,,
,4.0582,5.0083,-5.0083,,
,4.0583,5.0084,-5.0084,,
,4.0584,5.0085,-5.0085,,
,4.0585,5.0086,-5.0086,,
,4.0586,5.0087,-5.0087,,
,4.0587,5.0088,-5.0088,,
,4.0588,5.0089,-5.0089,,
,4.0589,5.009,-5.009,,
,4.059,5.0091,-5.0091,,
,4.0591,5.0092,-5.0092,,
,4.0592,5.0093,-5.0093,,
,4.0593,5.0094,-5.0094,,
,4.0594,5.0095,-5.0095,,
,4.0595,5.0096,-5.0096,,
,4.0596,5.0097,-5.0097,,
,4.0597,5.0098,-5.0098,,
,4.0598,5.0099,-5.0099,,
,4.0599,5.01,-5.01,,
,4.06,5.0101,-5.0101,,
,4.0601,5.0102,-5.0102,,
,4.0602,5.0103,-5.0103,,
,4.0603,5.0104,-5.0104,,
,4.0604,5.0105,-5.0105,,
,4.0605,5.0106,-5.0106,,
,4.0606,5.0107,-5.0107,,
,4.0607,5.0108,-5.0108,,
,4.0608,5.0109,-5.0109,,
,4.0609,5.011,-5.011,,
,4.061,5.0111,-5.0111,,
,4.0611,5.0112,-5.0112,,
,4.0612,5.0113,-5.0113,,
,4.0613,5.0114,-5.0114,,
,4.0614,5.0115,-5.0115,,
,4.0615,5.0116,-5.0116,,
,4.0616,5.0117,-5.0117,,
,4.0617,5.0118,-5.0118,,
,4.0618,5.0119,-5.0119,,
,4.0619,5.012,-5.012,,
,4.062,5.0121,-5.0121,,
,4.0621,5.0122,-5.0122,,
,4.0622,5.0123,-5.0123,,
,4.0623,5.0124,-5.0124,,
,4.0624,5.0125,-5.0125,,
,4.0625,5.0126,-5.0126,,
,4.0626,5.0127,-5.0127,,
,4.0627,5.0128,-5.0128,,
,4.0628,5.0129,-5.0129,,
,4.0629,5.013,-5.013,,
,4.063,5.0131,-5.0131,,
,4.0631,5.0132,-5.0132,,
,4.0632,5.0133,-5.0133,,
,4.0633,5.0134,-5.0134,,
,4.0634,5.0135,-5.0135,,
,4.0635,5.0136,-5.0136,,
,4.0636,5.0137,-5.0137,,
,4.0637,5.0138,-5.0138,,
,4.0638,5.0139,-5.0139,,
,4.0639,5.014,-5.014,,
,4.064,5.0141,-5.0141,,
,4.0641,5.0142,-5.0142,,
,4.0642,5.0143,-5.0143,,
,4.0643,5.0144,-5.0144,,
,4.0644,5.0145,-5.0145,,
,4.0645,5.0146,-5.0146,,
,4.0646,5.0147,-5.0147,,
,4.0647,5.0148,-5.0148,,
,4.0648,5.0149,-5.0149,,
,4.0649,5.015,-5.015,,
,4.065,5.0151,-5.0151,,
,4.0651,5.0152,-5.0152,,
,4.0652,5.0153,-5.0153,,
,4.0653,5.0154,-5.0154,,
,4.0654,5.0155,-5.0155,,
,4.0655,5.0156,-5.0156,,
,4.0656,5.0157,-5.0157,,
,4.0657,5.0158,-5.0158,,
,4.0658,5.0159,-5.0159,,
,4.0659,5.016,-5.016,,
,4.066,5.0161,-5.0161,,
,4.0661,5.0162,-5.0162,,
,4.0662,5.0163,-5.0163,,
,4.0663,5.0164,-5.0164,,
,4.0664,5.0165,-5.0165,,
,4.0665,5.0166,-5.0166,,
,4.0666,5.0167,-5.0167,,
,4.0667,5.0168,-5.0168,,
,4.0668,5.0169,-5.0169,,
,4.0669,5.017,-5.017,,
,4.067,5.0171,-5.0171,,
,4.0671,5.0172,-5.0172,,
,4.0672,5.0173,-5.0173,,
,4.0673,5.0174,-5.0174,,
,4.0674,5.0175,-5.0175,,
,4.0675,5.0176,-5.0176,,
,4.0676,5.0177,-5.0177,,
,4.0677,5.0178,-5.0178,,
,4.0678,5.0179,-5.0179,,
,4.0679,5.018,-5.018,,
,4.068,5.0181,-5.0181,,
,4.0681,5.0182,-5.0182,,
,4.0682,5.0183,-5.0183,,
,4.0683,5.0184,-5.0184,,
,4.0684,5.0185,-5.0185,,
,4.0685,5.0186,-5.0186,,
,4.0686,5.0187,-5.0187,,
,4.0687,5.0188,-5.0188,,
,4.0688,5.0189,-5.0189,,
,4.0689,5.019,-5.019,,
,4.069,5.0191,-5.0191,,
,4.0691,5.0192,-5.0192,,
,4.0692,5.0193,-5.0193,,
,4.0693,5.0194,-5.0194,,
,4.0694,5.0195,-5.0195,,
,4.0695,5.0196,-5.0196,,
,4.0696,5.0197,-5.0197,,
,4.0697,5.0198,-5.0198,,
,4.0698,5.0199,-5.0199,,
,4.0699,5.02,-5.02,,
,4.07,5.0201,-5.0201,,
,4.0701,5.0202,-5.0202,,
,4.0702,5.0203,-5.0203,,
,4.0703,5.0204,-5.0204,,
,4.0704,5.0205,-5.0205,,
,4.0705,5.0206,-5.0206,,
,4.0706,5.0207,-5.0207,,
,4.0707,5.0208,-5.0208,,
,4.0708,5.0209,-5.0209,,
,4.0709,5.021,-5.021,,
,4.071,5.0211,-5.0211,,
,4.0711,5.0212,-5.0212,,
,4.0712,5.0213,-5.0213,,
,4.0713,5.0214,-5.0214,,
,4.0714,5.0215,-5.0215,,
,4.0715,5.0216,-5.0216,,
,4.0716,5.0217,-5.0217,,
,4.0717,5.0218,-5.0218,,
,4.0718,5.0219,-5.0219,,
,4.0719,5.022,-5.022,,
,4.072,5.0221,-5.0221,,
,4.0721,5.0222,-5.0222,,
,4.0722,5.0223,-5.0223,,
,4.0723,5.0224,-5.0224,,
,4.0724,5.0225,-5.0225,,
,4.0725,5.0226,-5.0226,,
,4.0726,5.0227,-5.0227,,
,4.0727,5.0228,-5.0228,,
,4.0728,5.0229,-5.0229,,
,4.0729,5.023,-5.023,,
,4.073,5.0231,-5.0231,,
,4.0731,5.0232,-5.0232,,
,4.0732,5.0233,-5.0233,,
,4.0733,5.0234,-5.0234,,
,4.0734,5.0235,-5.0235,,
,4.0735,5.0236,-5.0236,,
,4.0736,5.0237,-5.0237,,
,4.0737,5.0238,-5.0238,,
,4.0738,5.0239,-5.0239,,
,4.0739,5.024,-5.024,,
,4.074,5.0241,-5.0241,,
,4.0741,5.0242,-5.0242,,
,4.0742,5.0243,-5.0243,,
,4.0743,5.0244,-5.0244,,
,4.0744,5.0245,-5.0245,,
,4.0745,5.0246,-5.0246,,
,4.0746,5.0247,-5.0247,,
,4.0747,5.0248,-5.0248,,
,4.0748,5.0249,-5.0249,,
,4.0749,5.025,-5.025,,
,4.075,5.0251,-5.0251,,
,4.0751,5.0252,-5.0252,,
,4.0752,5.0253,-5.0253,,
,4.0753,5.0254,-5.0254,,
,4.0754,5.0255,-5.0255,,
,4.0755,5.0256,-5.0256,,
,4.0756,5.0257,-5.0257,,
,4.0757,5.0258,-5.0258,,
,4.0758,5.0259,-5.0259,,
,4.0759,5.026,-5.026,,
,4.076,5.0261,-5.0261,,
,4.0761,5.0262,-5.0262,,
,4.0762,5.0263,-5.0263,,
,4.0763,5.0264,-5.0264,,
,4.0764,5.0265,-5.0265,,
,4.0765,5.0266,-5.0266,,
,4.0766,5.0267,-5.0267,,
,4.0767,5.0268,-5.0268,,
,4.0768,5.0269,-5.0269,,
,4.0769,5.027,-5.027,,
,4.077,5.0271,-5.0271,,
,4.0771,5.0272,-5.0272,,
,4.0772,5.0273,-5.0273,,
,4.0773,5.0274,-5.0274,,
,4.0774,5.0275,-5.0275,,
,4.0775,5.0276,-5.0276,,
,4.0776,5.0277,-5.0277,,
,4.0777,5.0278,-5.0278,,
,4.0778,5.0279,-5.0279,,
,4.0779,5.028,-5.028,,
,4.078,5.0281,-5.0281,,
,4.0781,5.0282,-5.0282,,
,4.0782,5.0283,-5.0283,,
,4.0783,5.0284,-5.0284,,
,4.0784,5.0285,-5.0285,,
,4.0785,5.0286,-5.0286,,
,4.0786,5.0287,-5.0287,,
,4.0787,5.0288,-5.0288,,
,4.0788,5.0289,-5.0289,,
,4.0789,5.029,-5.029,,
,4.079,5.0291,-5.0291,,
,4.0791,5.0292,-5.0292,,
,4.0792,5.0293,-5.0293,,
,4.0793,5.0294,-5.0294,,
,4.0794,5.0295,-5.0295,,
,4.0795,5.0296,-5.0296,,
,4.0796,5.0297,-5.0297,,
,4.0797,5.0298,-5.0298,,
,4.0798,5.0299,-5.0299,,
,4.0799,5.03,-5.03,,
,4.08,5.0301,-5.0301,,
,4.0801,5.0302,-5.0302,,
,4.0802,5.0303,-5.0303,,
,4.0803,5.0304,-5.0304,,
,4.0804,5.0305,-5.0305,,
,4.0805,5.0306,-5.0306,,
